spm,svar
"Hei.Kan dere hjelpe oss å finne ut hva som går galt i spørringen fra Sør-Fron kommune?Vi får følgende feil i loggen:2024-03-13 12:33:48.3659|SkatteIntegrasjon.Business.SummertSkattegrunnlagClientV2|ERROR|||Feil ved henting av accesstoken: Got unexpected HTTP Status code BadRequest from https://maskinporten.no/token. Content: {""error"":""invalid_grant"",""error_description"":""Invalid assertion. Client authentication failed. (trace_id: 63a83d0c8e2b78f1dfa743f977024893)""}.2024-03-13  12:33:48.3659|SkatteIntegrasjon.Business.SummertSkattegrunnlagClientV2|ERROR|||Feil ved kall mot eksternt API for summert skattegrunnlag: Got unexpected HTTP Status code BadRequest from https://maskinporten.no/token. Content: {""error"":""invalid_grant"",""error_description"":""Invalid assertion. Client authentication failed. (trace_id: 63a83d0c8e2b78f1dfa743f977024893)""}",Hei! Dette veit eg ikkje korleis eg skal hjelpe med. Ta kontakt med servicedesk for meir hjelp.
"Kunder reagerer på at de må betale oss for endringer som førte til Min Side ikke fungerte en stund. Har dere en enkel forklaring på hvilke endringer som ble gjort fra Digdirs side som jeg kan videreformidle til kundene?Det hadde hjulpet meg veldig, siden jeg ikke er videre teknisk 🙂","Hei! Einaste endringa som vi gjorde var å endringar knytta til dette, https://docs.digdir.no/docs/idporten/oidc/oidc_func_saml.html. Dei største endringane som blei gjort i saka under var vel ikkje knytta direkte til dette. Men det var ulike redirectar i oppsettet som skjedde etter innlogging som førte til at innlogginga feila. så det var ikkje direkte samanheng med endringa vår. Som du ser i lenka over så måtte det gjerast nokre tilpassingar som metadata og opning av ip-adresser."
"Hi, Team. We accomplished the steps below and sign the terms and conditions:Now we would like to obtain a Test environment to submit A-Melding to AltinnAs we understand, now we need to create an Integration and Scope to use  Maskinporten for business authorization. Are we following the correct flow? We are following the instructions here https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web#selvbetjening-som-api-tilbyderWe have found that we do not have Prefix to create Scope and Integration. Also we can see only ""Version 1The environment has been discontinued."" on Home - Integrations - Self-service. But according to the video there should be Ver.2 Please advice. Thank you.","Hei! ou have gotten access, and you can create a integration. Scope is not something you make - if you have asked for, and recieved access to the scopes from Altinn you will find the scopes you need when you create the integration.   You are currently looking at the ""tilbyder"" documentation. You are not offering a service, you are a consumer (konsument) og Altinns API, and you will therefore have to look at documentation for consumers."
"Hi, Team can't find Maskinporten's VER2 environment for Test. We can see only VER1 ""Version 1The environment has been discontinued."" Please advice. On Mon, Mar 25, 2024 at 4:00 PM Servicedesk <servicedesk@digdir.no> wrote:Hello. You have gotten access, and you can create a integration.Scope is not something you make - if you have asked for, and recieved access to the scopes from Altinn you will find the scopes you need when you create the integration. You are currently looking at the ""tilbyder"" documentation. You are not offering a service, you are a consumer (konsument) og Altinns API, and you will therefore have to look at documentation for consumers.","Hei! Ver2 does not excist anymore, for testing use environment ""Test"""
"We are struggling to understand what Difi-tjeneste* to select for the purpose of getting a token for Authorization on Altinn API services.Haven't found any description for this. What ""KRR"" is and ""API-klient"" is misleading - has a broad sense for us.Please help us to understand whatfits for our case.Thank you. On Tue, Mar 26, 2024 at 1:46 PM Servicedesk <servicedesk@digdir.no> wrote:Hello. Ver2 does not excist anymore, for testing use environment ""Test""","Hei! This is the type of integration you are creating.   Maskinporten-integration: Maskinporten, KRR-integration: KRR, ID-Porten: ID-porten. If it is a mix between some of theese: API-klient.   For your case I should believe it would be a Maskinporten-integration."
"Hi, There are no scopes for Maskinporten and I can't see any available to add.Should they be available at least for Test Integration by default? Please advise who can add them for TEST?","Hi! Not by default, no. If you have not recieved access to the scopes you asked for, please contact tjenesteeier@altinn.no or servicedesk@altinn.no"
Jeg ser at brukeravtalen referer til Maskinporten og at det koster 50000 kr pr år. Jeg er ikke kjent med Maskinporten. Er det noe som kreves for å ta i bruk ID-Porten?,"Hei! Nei, det er ikke noe som kreves for å bruke id-porten."
"Hei Jeg prøver å teste refresh-tokens mot test.idporten.no med klient-id dd410cd2-3606-4a7f-96f0-f4b90cfb0afe. På selvbetjeningsportalen står det at refresh-tokenet har en levetid på 3600 sekund (1 time).  Når jeg henter access_token og refresh_token får jeg at feltet refresh_token_expires_in er satt til 600. Hva betyr 600? Får ikke det til å stemme overens med levetiden som står i selvbetjeningsportalen. Vi får en del «invalid grants» i produksjon, så det er derfor jeg tester.","Hei! Det kan vera fleire årsakar til dette, mest sannsynleg er scopet satt til max_auth time lik 600, eller så er det autorisasjonen som har 600 igjen. refresh_token_expires_in kan vera litt forvirrande, men for kvar gong ein refreshar vil ein sjå at verdien minkar - dvs den viser kor lenge det er igjen av autorisasjonen."
"Hei,Vi har problemer med Autentisering i ID-porten over OpenID Connect, basert på oppgitt dokument https://docs.digdir.no/docs/idporten/oidc/oidc_guide_idporten.htmlVi har satt opp alt ok før ved å følge denne:https://skatteetaten.github.io/mva-meldingen/english/idportenauthentication/#get-started-with-id-portenProblemene oppsto når Digir endret idporten oidc leverandør.Nå sitter vi fast ved å generere påloggings-URLI DEV-modus: Vi bruker konfigurasjonenhttps://test.idporten.no/.well-known/openid-configurationI PROD-modus: Bruker vi konfigurasjonen: https://idporten.no/.well-known/openid-configurationFØR brukte vi:  https://oidc.difi.no/idporten-oidc-provider/.well-known/openid -konfigurasjonSpørsmålet er:Hva er det vi mangler i PROD-modus etter at du har byttet OIDC-leverandør ?",Hei! Har du client_ID på denne? Og kva endepunkt går de mot?
"Good day,I am testing again our plugin that was created 2 yrs ago.I can't connect to the server. When I checked my account in Service Management | The Collaboration Portal (digdir.no)my integration wasn't in the list. I created a new integration under ver 1 > Test The scope: apstest is no longer available. Can we still use this link https://ver1.maskinporten.no/ to connect to maskinporten? Can you please guide me, I need to update the seaservice of the Norwegian seafarers from our system. Thank you.","Since it's been a while, and you haven't yet signed our terms, you need to start over, basicly we need more information from you. Because of this i've temporarily revoked your access to samarbeidsportalen You need to go to https://samarbeid.digdir.no/maskinporten/maskinporten/25 and follow the steps for the kind of user you want to be: ""konsument"", ""leverandør"",""tilbydar"" or ""konsument - delegert til leverandør"". These steps are the ""how to"" set up the integration/integrations you want. During these steps you'll, among other things, fill out a form that will contain the information we need. And based on that information we will evaluate if you are eligible to regain access to samarbeidsportalen. If you regain access you then need to sign our terms of use before you continue setting up the integration."
"HI. I just submitted the form from Konsument > 1, at maskinporten.1 But I can't sign 1.3 because maybe I was temporarily deactivated.","Hi! Yes, but i just granteed access again, so you try to log in again and sign. As for your question about test enviroment ver1, that enviroment has beed deactivated and is no more. Just follow the steps for ""konsument"" and you'll be allright."
"Hei, Digdir. Integrasjon team fikk beskjeden fra Maren Johannsen i dag omtrent kl 8.45 at Maskinporten scope tilganger fungerer ikke i vår test miljø med linken https://maskinporten-tilganger-test.dfo.no/.  Årsaken kunne være relatert med den siste oppdateringen fra dere, Digdir, som vises i e-posten nedenfor og via denne linken Digitaliseringsdirektoratet TESTMILJØ Status - Selvbetjening: Utfasing av https://integrasjon-ver2.difi.no/ (digdir.no). Integrasjon team søker en grunn av feilen for å sende en beskjed til dere senere om årsaken. Hvis dere vet noe om saken, gir oss en beskjeden via denne e-posten integrasjon@dfo.no da. Integrasjon team bruker disse url-ene for å hente data:Brønnøysundregistrene: https://data.brreg.nodigdir: https://integrasjon-ver2.difi.no è https://integrasjon-ver2.difi.no/ endret i gårblant andre endepunkter",Hei! Om de følger lenka fra vedlikeholdssida finn de nye endepunkt og dokumentasjon (REST-API for administrasjon av OIDC-integrasjoner | ID-porten (digdir.no)
"Hei.NPE har utviklet en portal for at private behandlingssteder inne helse skal melde seg inn i en lovpålagt tilskuddsordning som NPE forvalter.Portalen bruker pålogging via idPorten. For å finne de virksomheter pålogget bruker har rettigheter til å representere spør løsningen via API Altinn autorisasjon. I den forbindelse bes bruker om samtykke. Det viser seg at det er ganske mange som ikke klarer å tolke dette samtykke så de forstår at det er nødvendig for at portalen skal finne de virksomheter bruker har rettigheter til å representere i portalen. NPE har tre tjenester som bruker må ha rettigheter til for å kunne benytte hele portalen.Vi har tidligere hatt innmelding i skjem hos Altinn. Da ble bruker ikke bedt om samtykke for at den samme informasjonen ble benyttet.Jeg har heller ikke huske at jeg blir bedt om denne typen samtykke når jeg logger på andre offentlige etaters portaler for å representere en virksomhet jeg kan representere.Er det noe vi kan gjøre for å slå av spørsmålet om dette samtykke, eller endre teksten, så brukere forstår hva informasjonen benyttes til? Vi har beskrevet dette i brukerveiledningen, men det er det ikke alle som leser og oppfatter. Vi har nesten 9.000 brukere som skal benytte portalen. I dag må brukere samtykke hver gang de logger på portalen.","Hei! dette er noe som ligger til Altinn, ikke ID-porten."
"Hei, Etter skatteetaten sine veiledninger så er det ID porten vi må integrasjon mot men i bruksvilkårene du henviser til i eposten så skal vi velge bruksvilkår for private virksomheter som også krever integrasjon mot Maskinporten. Ser det er en ganske stor kostnad å knytte seg til Maskinporten så vil ha avklart om vi egentlig trenger den integrasjonen.","Hei! Dere skal signere vilkårene for private virksomheter ja, men det er ingen krav til å opprette integrasjon mot maskinporten."
"Ser det er en ganske stor kostnad å knytte seg til Maskinporten så vil ha avklart om vi egentlig trenger den integrasjonen. Vi holder samtidig på med et prosjekt for Hovedredningssentralen der vi skal benytte ID-porten til å autentisere brukere på rapporteringssystemet SAR Rapport.  SAR Rapport blir brukt av hele redningstjenesten i Norge (Politi, Forsvar, Frivillige etc) og det er vel her volumet kommer.  Har det betydning for hvilken avtale vi skal benytte?","Hei! Ok, skjønner. Dette medfører noen andre kriterier som må oppfylles og for at vi skal kunne vurdere om deres virksomhet tilfredsstiller vilkårene for å ta i bruk Digdirs fellesløsninger, trenger vi informasjon om deres virksomhet. Vi ønsker derfor at dere fyller ut et  vurderingsskjema."
"Hei! Ønsker å reaktivere scope  ""nav:pensjon/afpprivat/fellesordningen"" som feilaktig har fått ""active""-flagget satt til FALSE.",Hei! Dette veit eg ikkje korleis eg skal hjelpe med. Ta kontakt med servicedesk for meir hjelp.
Hei!Vi har begynt å få feilmeldinger fra selvbetjenings API-et til Maskinporten i testmiljøet. URL-en vi benytter er https://integrasjon-ver2.difi.no/clients/. Har denne blitt byttet i det siste?Feilmeldingen er:  503 Server Error: Service Unavailable for url: https://integrasjon-ver2.difi.no/clients/,Hei! Dette veit eg ikkje korleis eg skal hjelpe med. Ta kontakt med servicedesk for meir hjelp.
"Hei, vi får feilmelding ved bruk av et Maskinporten scope nå. Feilmeldingen vi får er:{    ""StatusCode"": 500,    ""ErrorMessage"": ""{\""error\"":\""invalid_scope\"",\""error_description\"":\""Token request contains inactive scopes for client: nav:pensjon/afpprivat/fellesordningen (trace_id: 4221b5e1f83fe8c546600f40f03a3799)\""}""} Dette er et scope vi bruker mot et REST-grensesnitt hos NAV.Det har fungert helt fint fram til rett over kl 17 i dag. Hva kan være årsaken til denne feilen? Ken JonassenIT-sjef Fellesordningen for AFPTlf: 909 88 550Sentralbord: 22 98 98 00E-post: ken@afp.noNettsider: www.afp.no",Hei! Dette veit eg ikkje korleis eg skal hjelpe med. Ta kontakt med servicedesk for meir hjelp.
"Vi har en applikasjon (i ServiceNow) som benytter ID-porten for autentisering ved pålogging. Applikasjonen skal benyttes til saksbehandling for registrering av apparater og utstyr til medisinsk strålebruk. Vi har foreløpig satt opp en integrasjon mot ID-porten-test (4d8c8f5a-e739-42bc-9985-8649bf66f7e4). Idet en person logger på (For eksempel en strålevernskoordinator ved et sykehus, eller en kommuneansatt), opprettes det en profil på vedkommende i applikasjonen, basert på fødselsnummeret. Vi ser imidlertid at vi også behøver å få innhentet og automatisk registrert fornavn og etternavn på vedkommende i profilen, da om mulig ved å få dette via access tokenet fra ID-porten. Vi har forsøkt å legge til et ekstra Scope-2 i ServiceNow, med prefiks og subscope satt til krr:user/*. Men da ender vi kun opp med å bli kastet ut av servicenow, noe som indikerer invalid request mot ID-porten. Dere kan kanskje se dette i loggen? Dato og tidspunkt ca 2024.03.12. kl1545. Er det mulig å legge til ekstra scopes mot ID-porten test? Hvis ja, har dere noe innspill om hvordan dette må settes opp for å fungere? Samtidig må jeg spørre om dere vet om vi er nødt til å innhente samtykke fra brukerne for å ha lov til å lagre fødselsnummer, fornavn og etternavn i applikasjonen.","Hei! Dette er nok mogleg, men KRR inneheld ikkje desse opplysningane.  Her må de gå via Skatt sine API: https://www.skatteetaten.no/deling/folkeregisteret/intro/"
